temperature,rainfall,humidity,yeild_apples
96.00,58.00,52.00,89.00
82.00,55.00,33.00,71.90
37.00,71.00,77.00,92.80
68.00,65.00,41.00,77.50
92.00,88.00,59.00,107.00
88.00,85.00,58.00,103.70
35.00,35.00,62.00,65.20
99.00,21.00,88.00,93.00
93.00,29.00,88.00,95.20
49.00,87.00,63.00,96.00
93.00,99.00,77.00,123.60
40.00,83.00,41.00,78.10
57.00,60.00,74.00,91.50
82.00,66.00,63.00,95.40
60.00,62.00,27.00,65.20
63.00,96.00,71.00,109.50
95.00,47.00,65.00,91.00
29.00,88.00,28.00,69.50
95.00,72.00,59.00,99.90
65.00,96.00,79.00,114.90
37.00,22.00,26.00,37.70
40.00,38.00,37.00,53.20
98.00,36.00,48.00,76.20
51.00,28.00,71.00,71.90
76.00,80.00,69.00,104.20
41.00,88.00,30.00,74.30
88.00,87.00,27.00,86.10
55.00,36.00,56.00,68.10
89.00,32.00,63.00,80.50
44.00,59.00,68.00,83.50
85.00,83.00,69.00,108.40
36.00,93.00,55.00,90.30
22.00,37.00,73.00,68.90
70.00,84.00,77.00,109.20
43.00,54.00,51.00,70.50
67.00,21.00,86.00,82.20
98.00,43.00,50.00,80.90
68.00,40.00,84.00,90.80
38.00,94.00,82.00,107.60
35.00,81.00,27.00,67.20
56.00,79.00,52.00,87.50
64.00,37.00,58.00,72.50
52.00,93.00,94.00,118.50
54.00,48.00,96.00,97.80
81.00,56.00,85.00,103.30
30.00,55.00,27.00,52.70
76.00,81.00,92.00,118.50
75.00,72.00,89.00,111.90
33.00,27.00,79.00,70.80
89.00,81.00,21.00,79.80
47.00,22.00,70.00,67.10
22.00,29.00,20.00,33.10
48.00,37.00,51.00,63.50
45.00,46.00,42.00,61.70
26.00,31.00,78.00,70.10
28.00,44.00,34.00,50.80
84.00,82.00,63.00,104.00
71.00,45.00,98.00,102.60
83.00,68.00,98.00,117.70
45.00,48.00,31.00,56.10
68.00,37.00,46.00,66.50
66.00,94.00,98.00,125.60
48.00,35.00,20.00,43.90
39.00,97.00,85.00,111.20
27.00,55.00,92.00,90.80
58.00,45.00,87.00,92.10
99.00,64.00,21.00,74.30
36.00,55.00,65.00,77.30
65.00,37.00,66.00,77.60
46.00,89.00,61.00,94.90
20.00,90.00,82.00,100.20
73.00,21.00,30.00,50.40
60.00,52.00,71.00,86.60
43.00,86.00,62.00,93.10
80.00,79.00,80.00,111.50
59.00,42.00,21.00,51.30
41.00,52.00,87.00,90.50
67.00,91.00,52.00,96.80
69.00,39.00,55.00,73.20
69.00,62.00,95.00,108.70
45.00,64.00,67.00,85.70
60.00,26.00,64.00,69.40
68.00,33.00,58.00,71.70
96.00,21.00,73.00,83.10
71.00,38.00,86.00,91.90
96.00,34.00,68.00,86.60
97.00,28.00,31.00,61.70
39.00,50.00,34.00,57.10
95.00,92.00,89.00,127.90
89.00,22.00,73.00,81.50
72.00,78.00,95.00,117.60
80.00,42.00,46.00,72.60
28.00,74.00,40.00,69.40
83.00,31.00,83.00,90.20
69.00,77.00,97.00,117.40
76.00,46.00,40.00,69.80
33.00,53.00,38.00,59.20
29.00,84.00,79.00,98.10
54.00,35.00,89.00,87.10
32.00,38.00,37.00,50.80
61.00,40.00,91.00,92.90
75.00,27.00,92.00,91.20
80.00,49.00,92.00,103.70
90.00,65.00,35.00,80.50
46.00,77.00,97.00,110.50
95.00,40.00,61.00,85.10
39.00,80.00,99.00,111.10
62.00,29.00,77.00,79.30
96.00,55.00,80.00,104.30
45.00,30.00,99.00,87.90
95.00,42.00,27.00,65.70
41.00,43.00,29.00,51.20
52.00,51.00,35.00,62.10
59.00,22.00,80.00,76.70
62.00,30.00,83.00,83.40
22.00,34.00,37.00,45.80
86.00,71.00,69.00,102.70
47.00,55.00,54.00,74.00
79.00,67.00,89.00,110.60
92.00,67.00,86.00,112.70
84.00,39.00,77.00,90.90
58.00,52.00,27.00,59.60
35.00,86.00,52.00,84.70
35.00,81.00,54.00,83.40
90.00,82.00,60.00,104.00
95.00,100.00,66.00,118.10
75.00,97.00,24.00,85.40
87.00,59.00,81.00,104.20
93.00,41.00,94.00,104.80
81.00,47.00,98.00,106.60
65.00,71.00,91.00,109.60
87.00,20.00,84.00,86.50
82.00,71.00,100.00,120.10
87.00,41.00,99.00,106.00
45.00,96.00,89.00,114.90
26.00,81.00,81.00,96.90
23.00,94.00,82.00,103.10
25.00,77.00,91.00,100.60
73.00,100.00,72.00,115.10
68.00,37.00,20.00,50.90
39.00,61.00,50.00,72.20
62.00,74.00,38.00,78.40
92.00,58.00,81.00,105.20
86.00,20.00,24.00,50.20
69.00,95.00,58.00,103.00
90.00,73.00,61.00,100.10
65.00,55.00,80.00,95.00
43.00,48.00,97.00,95.10
80.00,24.00,76.00,81.60
68.00,45.00,60.00,78.90
76.00,34.00,91.00,94.40
69.00,64.00,77.00,98.90
44.00,72.00,91.00,103.80
68.00,40.00,91.00,95.00
83.00,85.00,43.00,93.20
72.00,40.00,25.00,56.60
54.00,80.00,97.00,114.40
66.00,72.00,32.00,75.00
20.00,66.00,26.00,54.60
98.00,86.00,42.00,97.60
92.00,64.00,91.00,114.20
29.00,48.00,69.00,74.10
77.00,58.00,23.00,65.90
92.00,48.00,26.00,67.20
80.00,77.00,38.00,85.30
23.00,39.00,54.00,58.80
94.00,85.00,52.00,101.90
98.00,59.00,100.00,118.90
55.00,55.00,23.00,57.80
21.00,72.00,98.00,101.10
42.00,98.00,96.00,119.20
61.00,70.00,73.00,97.10
46.00,59.00,40.00,67.30
27.00,86.00,36.00,72.70
48.00,91.00,58.00,94.70
72.00,54.00,66.00,88.20
51.00,56.00,100.00,103.30
61.00,86.00,95.00,118.30
42.00,92.00,86.00,110.20
85.00,33.00,53.00,73.80
33.00,32.00,95.00,82.90
86.00,21.00,77.00,82.50
94.00,49.00,83.00,102.50
24.00,26.00,94.00,76.60
30.00,97.00,73.00,101.30
69.00,89.00,93.00,121.00
60.00,71.00,94.00,109.90
30.00,99.00,36.00,80.10
92.00,74.00,62.00,101.80
91.00,61.00,80.00,105.80
59.00,74.00,23.00,68.50
70.00,50.00,90.00,100.00
53.00,79.00,59.00,90.80
40.00,58.00,29.00,58.40
71.00,91.00,28.00,83.60
85.00,77.00,78.00,110.80
88.00,29.00,65.00,79.90
34.00,79.00,76.00,95.30
41.00,58.00,89.00,94.70
20.00,63.00,82.00,86.70
59.00,68.00,30.00,69.70
30.00,84.00,32.00,70.20
51.00,38.00,75.00,79.30
38.00,23.00,95.00,79.90
32.00,83.00,52.00,82.30
74.00,33.00,56.00,72.30
99.00,45.00,28.00,69.00
53.00,28.00,21.00,42.50
39.00,29.00,64.00,64.60
67.00,72.00,80.00,104.10
75.00,25.00,64.00,73.40
23.00,77.00,33.00,65.20
73.00,98.00,31.00,89.50
93.00,86.00,95.00,127.90
100.00,99.00,67.00,119.70
85.00,30.00,40.00,64.50
44.00,76.00,52.00,82.40
26.00,52.00,49.00,63.20
100.00,58.00,90.00,113.00
48.00,50.00,51.00,70.00
41.00,40.00,83.00,82.10
79.00,78.00,85.00,113.70
45.00,73.00,29.00,67.40
47.00,79.00,38.00,76.40
53.00,53.00,79.00,89.80
97.00,96.00,52.00,108.30
61.00,54.00,90.00,99.30
58.00,52.00,94.00,99.80
78.00,29.00,58.00,72.70
36.00,54.00,30.00,55.80
24.00,42.00,68.00,69.00
95.00,54.00,61.00,92.10
85.00,90.00,53.00,102.30
81.00,35.00,93.00,97.60
71.00,21.00,57.00,66.00
24.00,71.00,97.00,100.90
30.00,56.00,98.00,95.80
83.00,20.00,46.00,62.50
49.00,34.00,81.00,80.30
38.00,24.00,94.00,79.80
99.00,87.00,83.00,123.00
55.00,88.00,60.00,96.50
82.00,69.00,28.00,75.90
44.00,49.00,29.00,55.10
85.00,79.00,87.00,117.20
94.00,69.00,79.00,110.10
24.00,33.00,69.00,65.10
35.00,56.00,83.00,88.30
32.00,73.00,52.00,77.30
49.00,46.00,64.00,76.10
25.00,57.00,80.00,84.00
42.00,97.00,33.00,80.90
80.00,99.00,84.00,123.90
85.00,85.00,51.00,98.60
81.00,57.00,74.00,97.20
38.00,71.00,34.00,67.30
23.00,25.00,40.00,43.40
85.00,32.00,39.00,64.90
95.00,81.00,91.00,123.60
46.00,100.00,79.00,111.20
98.00,27.00,90.00,96.90
99.00,22.00,100.00,100.70
73.00,34.00,45.00,65.90
21.00,45.00,97.00,87.00
69.00,76.00,38.00,81.50
55.00,78.00,95.00,112.50
27.00,73.00,79.00,92.00
23.00,72.00,49.00,72.30
48.00,70.00,80.00,97.40
87.00,73.00,74.00,107.00
52.00,31.00,47.00,59.30
78.00,98.00,73.00,116.20
82.00,89.00,53.00,100.90
70.00,77.00,28.00,76.30
72.00,25.00,88.00,86.90
48.00,52.00,66.00,80.00
55.00,50.00,84.00,91.90
44.00,52.00,31.00,57.80
44.00,49.00,70.00,79.70
50.00,44.00,88.00,89.80
38.00,43.00,72.00,76.10
80.00,98.00,92.00,128.20
44.00,54.00,76.00,85.80
60.00,50.00,75.00,88.00
50.00,62.00,88.00,98.80
39.00,26.00,83.00,74.50
38.00,43.00,60.00,68.90
87.00,26.00,69.00,80.50
68.00,90.00,41.00,90.00
70.00,83.00,60.00,98.50
44.00,35.00,23.00,44.50
61.00,100.00,48.00,97.10
84.00,28.00,60.00,75.20
96.00,89.00,90.00,127.30
51.00,69.00,75.00,94.80
55.00,53.00,20.00,55.00
73.00,100.00,76.00,117.50
89.00,31.00,92.00,97.40
27.00,81.00,68.00,89.40
57.00,67.00,45.00,77.60
49.00,90.00,29.00,77.10
52.00,73.00,67.00,92.30
78.00,66.00,97.00,114.60
81.00,34.00,75.00,86.30
100.00,20.00,96.00,97.60
65.00,45.00,38.00,64.80
42.00,85.00,65.00,94.10
29.00,34.00,56.00,59.30
75.00,73.00,97.00,117.20
96.00,92.00,56.00,108.40
21.00,23.00,67.00,58.00
90.00,87.00,61.00,107.10
69.00,53.00,43.00,73.00
65.00,55.00,93.00,102.80
46.00,32.00,48.00,58.60
91.00,58.00,73.00,100.10
91.00,60.00,43.00,83.10
22.00,54.00,63.00,71.40
64.00,99.00,40.00,92.70
70.00,86.00,29.00,81.40
31.00,88.00,28.00,70.10
89.00,20.00,71.00,79.30
62.00,77.00,49.00,86.50
67.00,100.00,26.00,85.70
51.00,29.00,36.00,51.40
48.00,97.00,35.00,83.90
71.00,97.00,29.00,87.20
29.00,36.00,92.00,81.90
54.00,56.00,73.00,88.00
68.00,79.00,48.00,88.70
47.00,98.00,87.00,115.30
27.00,26.00,81.00,69.70
66.00,44.00,31.00,60.40
58.00,31.00,98.00,91.70
50.00,92.00,48.00,89.80
96.00,53.00,49.00,84.70
87.00,54.00,97.00,111.30
71.00,56.00,47.00,77.50
92.00,67.00,56.00,94.70
74.00,31.00,55.00,70.70
25.00,57.00,85.00,87.00
26.00,24.00,93.00,75.60
26.00,23.00,69.00,60.70
49.00,92.00,96.00,118.30
39.00,98.00,69.00,102.10
38.00,36.00,82.00,78.60
27.00,23.00,51.00,50.20
79.00,97.00,47.00,100.40
80.00,84.00,50.00,96.00
47.00,79.00,27.00,69.80
45.00,91.00,88.00,111.80
78.00,29.00,91.00,92.50
36.00,59.00,85.00,91.30
38.00,55.00,43.00,64.70
42.00,98.00,81.00,110.20
100.00,49.00,26.00,70.10
58.00,41.00,76.00,83.50
31.00,24.00,49.00,50.70
89.00,27.00,33.00,60.00
62.00,93.00,42.00,90.30
53.00,71.00,76.00,97.00
81.00,86.00,89.00,120.70
82.00,88.00,86.00,120.20
50.00,89.00,75.00,104.50
56.00,76.00,56.00,88.40
54.00,57.00,75.00,89.70
38.00,94.00,78.00,105.20
58.00,79.00,74.00,101.30
53.00,70.00,83.00,100.70
55.00,62.00,58.00,82.30
74.00,36.00,64.00,78.60
87.00,36.00,33.00,63.90
96.00,61.00,64.00,97.70
71.00,86.00,86.00,115.90
37.00,36.00,57.00,63.30
75.00,70.00,31.00,76.10
95.00,57.00,75.00,102.00
66.00,29.00,89.00,87.70
57.00,97.00,41.00,90.20
42.00,92.00,90.00,112.60
67.00,20.00,83.00,79.90
26.00,91.00,70.00,95.30
38.00,28.00,41.00,50.00
90.00,30.00,30.00,60.00
98.00,67.00,50.00,92.90
42.00,20.00,53.00,54.40
44.00,21.00,41.00,48.30
54.00,79.00,53.00,87.50
81.00,56.00,22.00,65.50
75.00,57.00,33.00,70.80
47.00,80.00,28.00,70.90
56.00,56.00,94.00,101.20
99.00,91.00,88.00,128.00
35.00,45.00,91.00,87.60
35.00,57.00,65.00,78.00
45.00,71.00,50.00,79.00
25.00,95.00,65.00,94.00
70.00,56.00,90.00,103.00
50.00,33.00,54.00,63.90
89.00,38.00,93.00,101.50
32.00,91.00,96.00,112.70
98.00,92.00,57.00,109.60
92.00,49.00,35.00,73.10
29.00,47.00,62.00,69.40
43.00,39.00,89.00,85.80
85.00,98.00,20.00,86.50
44.00,92.00,62.00,96.40
61.00,61.00,81.00,97.40
59.00,79.00,40.00,81.20
87.00,61.00,83.00,106.40
43.00,39.00,35.00,53.40
64.00,75.00,85.00,107.70
52.00,20.00,92.00,80.80
21.00,91.00,80.00,99.80
28.00,53.00,85.00,85.90
22.00,86.00,28.00,66.40
53.00,86.00,93.00,114.70
99.00,55.00,28.00,74.00
62.00,96.00,71.00,109.20
32.00,98.00,57.00,92.80
81.00,100.00,58.00,109.10
90.00,87.00,100.00,130.50
60.00,58.00,76.00,92.60
80.00,60.00,98.00,112.80
77.00,75.00,98.00,119.40
48.00,63.00,71.00,88.50
51.00,94.00,77.00,108.50
53.00,99.00,65.00,104.40
31.00,62.00,72.00,83.50
91.00,93.00,26.00,89.40
93.00,96.00,33.00,95.70
31.00,68.00,26.00,58.90
49.00,75.00,41.00,76.80
92.00,30.00,60.00,78.60
70.00,82.00,93.00,117.80
20.00,93.00,74.00,96.90
58.00,42.00,47.00,66.60
42.00,78.00,80.00,99.60
67.00,60.00,49.00,79.50
75.00,57.00,70.00,93.00
92.00,20.00,45.00,64.60
82.00,50.00,58.00,84.40
75.00,69.00,88.00,109.80
95.00,69.00,43.00,88.80
20.00,59.00,36.00,57.10
57.00,40.00,82.00,86.30
91.00,28.00,72.00,84.50
98.00,30.00,73.00,88.20
80.00,54.00,32.00,70.20
68.00,89.00,21.00,77.50
56.00,65.00,37.00,71.50
61.00,30.00,46.00,60.90
72.00,51.00,64.00,85.50
78.00,80.00,64.00,101.80
34.00,96.00,89.00,111.60
88.00,49.00,73.00,94.70
54.00,63.00,42.00,72.90
59.00,67.00,27.00,67.40
67.00,65.00,36.00,74.20
79.00,62.00,75.00,99.70
76.00,47.00,46.00,73.90
81.00,27.00,68.00,78.60
50.00,41.00,77.00,81.70
37.00,20.00,38.00,43.90
87.00,87.00,54.00,102.00
85.00,94.00,53.00,104.30
60.00,77.00,57.00,90.70
52.00,93.00,36.00,83.70
83.00,52.00,65.00,89.90
24.00,79.00,26.00,62.30
56.00,88.00,91.00,115.40
67.00,70.00,88.00,107.90
27.00,56.00,97.00,94.30
91.00,36.00,58.00,80.10
74.00,83.00,64.00,102.10
44.00,91.00,37.00,80.90
91.00,29.00,72.00,85.00
63.00,75.00,25.00,71.40
42.00,62.00,91.00,98.20
86.00,92.00,71.00,114.40
99.00,63.00,47.00,89.40
26.00,62.00,60.00,74.80
91.00,60.00,79.00,104.70
39.00,54.00,73.00,82.50
98.00,58.00,70.00,100.40
62.00,80.00,64.00,97.00
82.00,97.00,79.00,120.50
51.00,50.00,79.00,87.70
86.00,55.00,70.00,95.30
54.00,73.00,40.00,76.70
20.00,49.00,68.00,71.30
33.00,84.00,100.00,111.90
79.00,36.00,86.00,93.30
83.00,85.00,22.00,80.60
44.00,97.00,28.00,78.50
44.00,61.00,53.00,75.50
54.00,47.00,84.00,90.10
31.00,70.00,73.00,88.10
40.00,78.00,46.00,78.60
53.00,30.00,77.00,77.10
39.00,34.00,49.00,58.10
39.00,74.00,37.00,70.90
39.00,91.00,69.00,98.60
96.00,48.00,48.00,81.60
95.00,79.00,74.00,112.40
25.00,64.00,48.00,68.30
71.00,58.00,82.00,99.50
78.00,78.00,74.00,106.80
76.00,20.00,46.00,60.40
54.00,50.00,70.00,83.20
37.00,60.00,43.00,66.90
81.00,50.00,29.00,66.70
53.00,60.00,35.00,66.90
43.00,53.00,45.00,66.40
100.00,74.00,85.00,118.00
76.00,36.00,30.00,58.80
78.00,89.00,32.00,87.10
78.00,86.00,83.00,116.20
77.00,42.00,90.00,98.10
26.00,98.00,25.00,71.80
51.00,72.00,82.00,100.50
93.00,63.00,94.00,115.80
60.00,71.00,59.00,88.90
26.00,27.00,31.00,39.90
35.00,56.00,20.00,50.50
20.00,64.00,35.00,59.00
71.00,83.00,79.00,110.20
45.00,83.00,41.00,79.60
29.00,74.00,32.00,64.90
86.00,60.00,72.00,99.00
94.00,46.00,76.00,96.80
59.00,59.00,37.00,69.40
31.00,55.00,74.00,81.20
37.00,60.00,41.00,65.70
77.00,49.00,71.00,90.20
42.00,73.00,77.00,95.30
32.00,100.00,95.00,116.60
80.00,59.00,45.00,80.50
67.00,40.00,79.00,87.50
63.00,64.00,95.00,107.90
25.00,96.00,48.00,84.30
64.00,55.00,41.00,71.30
26.00,85.00,89.00,103.70
57.00,67.00,75.00,95.60
94.00,27.00,80.00,89.70
59.00,34.00,25.00,49.70
97.00,47.00,63.00,90.40
63.00,37.00,99.00,96.80
65.00,100.00,53.00,101.30
88.00,56.00,96.00,112.00
31.00,38.00,24.00,42.70
43.00,24.00,43.00,50.70
37.00,29.00,89.00,79.00
50.00,68.00,79.00,96.40
37.00,88.00,64.00,93.50
35.00,33.00,53.00,58.80
75.00,86.00,85.00,116.50
87.00,35.00,89.00,97.00
62.00,33.00,67.00,75.30
97.00,80.00,30.00,87.10
33.00,40.00,56.00,63.50
78.00,86.00,53.00,98.20
87.00,52.00,78.00,98.90
71.00,53.00,81.00,96.40
32.00,28.00,80.00,71.60
87.00,84.00,59.00,103.50
67.00,83.00,49.00,91.00
75.00,20.00,80.00,80.50
84.00,37.00,68.00,84.50
28.00,88.00,44.00,78.80
22.00,68.00,33.00,60.40
53.00,31.00,44.00,57.80
31.00,40.00,74.00,73.70
89.00,89.00,39.00,94.60
94.00,67.00,78.00,108.50
24.00,49.00,46.00,59.30
79.00,70.00,20.00,70.70
64.00,71.00,29.00,72.10
94.00,91.00,72.00,116.90
62.00,83.00,56.00,93.70
98.00,64.00,64.00,99.80
35.00,33.00,37.00,49.20
94.00,37.00,85.00,97.70
80.00,68.00,98.00,116.80
82.00,37.00,89.00,96.50
73.00,92.00,65.00,106.90
79.00,21.00,41.00,58.80
88.00,29.00,30.00,58.90
74.00,98.00,53.00,103.00
39.00,96.00,55.00,92.70
48.00,95.00,44.00,88.30
41.00,79.00,33.00,71.60
76.00,80.00,89.00,116.20
93.00,97.00,83.00,126.20
61.00,27.00,66.00,71.40
78.00,79.00,48.00,91.70
60.00,52.00,66.00,83.60
34.00,94.00,42.00,82.40
65.00,31.00,53.00,66.80
36.00,72.00,28.00,63.60
83.00,20.00,60.00,70.90
47.00,48.00,100.00,98.10
36.00,82.00,91.00,106.40
80.00,53.00,57.00,84.70
35.00,59.00,94.00,96.40
34.00,56.00,66.00,77.80
40.00,69.00,82.00,95.70
68.00,48.00,64.00,82.80
22.00,22.00,28.00,34.40
26.00,33.00,27.00,40.50
49.00,28.00,27.00,44.90
32.00,98.00,70.00,100.60
26.00,26.00,84.00,71.20
84.00,52.00,75.00,96.20
98.00,59.00,76.00,104.50
89.00,88.00,34.00,91.10
35.00,35.00,82.00,77.20
41.00,75.00,46.00,77.40
97.00,87.00,72.00,115.80
59.00,84.00,65.00,98.70
97.00,40.00,43.00,74.90
71.00,95.00,51.00,99.40
67.00,46.00,41.00,67.70
51.00,62.00,76.00,91.90
25.00,42.00,68.00,69.30
56.00,28.00,66.00,70.40
40.00,39.00,83.00,81.30
70.00,26.00,76.00,79.60
72.00,46.00,79.00,92.00
80.00,72.00,65.00,99.00
98.00,20.00,26.00,55.00
76.00,53.00,71.00,91.90
30.00,31.00,97.00,82.70
54.00,51.00,87.00,93.90
39.00,34.00,71.00,71.30
100.00,89.00,57.00,108.70
30.00,37.00,52.00,58.70
29.00,100.00,63.00,96.50
100.00,37.00,26.00,64.10
35.00,93.00,31.00,75.60
80.00,35.00,96.00,99.10
77.00,35.00,65.00,79.60
30.00,42.00,84.00,80.40
86.00,88.00,94.00,126.20
26.00,48.00,73.00,75.60
69.00,51.00,48.00,75.00
87.00,64.00,21.00,70.70
69.00,53.00,77.00,93.40
53.00,73.00,72.00,95.60
41.00,82.00,28.00,70.10
61.00,27.00,95.00,88.80
33.00,91.00,92.00,110.60
34.00,57.00,33.00,58.50
97.00,60.00,21.00,71.70
66.00,22.00,45.00,57.80
40.00,54.00,30.00,57.00
55.00,47.00,28.00,56.80
21.00,55.00,53.00,65.60
37.00,68.00,37.00,67.30
46.00,39.00,22.00,46.50
27.00,43.00,28.00,46.40
23.00,26.00,75.00,64.90
27.00,89.00,24.00,67.00
20.00,87.00,56.00,83.10
86.00,59.00,61.00,91.90
80.00,50.00,20.00,61.00
70.00,35.00,97.00,96.70
33.00,40.00,54.00,62.30
90.00,54.00,67.00,94.20
76.00,92.00,51.00,99.40
87.00,85.00,65.00,107.60
24.00,64.00,78.00,86.00
24.00,48.00,43.00,57.00
65.00,28.00,36.00,55.10
25.00,69.00,64.00,80.40
82.00,50.00,25.00,64.60
39.00,23.00,58.00,58.00
25.00,42.00,91.00,83.10
46.00,31.00,52.00,60.50
93.00,23.00,37.00,61.60
92.00,87.00,74.00,115.50
43.00,80.00,62.00,90.10
29.00,52.00,28.00,51.50
99.00,85.00,33.00,92.00
44.00,85.00,75.00,100.70
94.00,75.00,27.00,81.90
90.00,80.00,29.00,84.40
36.00,89.00,97.00,113.50
29.00,83.00,30.00,68.20
74.00,53.00,29.00,66.10
71.00,68.00,32.00,74.50
85.00,25.00,42.00,63.20
44.00,23.00,66.00,64.30
75.00,31.00,86.00,89.60
100.00,31.00,69.00,86.90
20.00,59.00,46.00,63.10
70.00,82.00,38.00,84.80
23.00,74.00,83.00,93.70
68.00,51.00,61.00,82.50
63.00,77.00,49.00,86.80
94.00,29.00,33.00,62.50
74.00,24.00,32.00,53.40
81.00,50.00,21.00,61.90
89.00,32.00,28.00,59.50
39.00,67.00,100.00,105.20
99.00,79.00,70.00,111.20
98.00,88.00,66.00,113.00
36.00,100.00,91.00,115.40
59.00,57.00,40.00,70.20
41.00,53.00,75.00,83.80
31.00,71.00,84.00,95.20
71.00,47.00,78.00,91.60
97.00,47.00,51.00,83.20
25.00,74.00,73.00,88.30
32.00,40.00,48.00,58.40
48.00,87.00,84.00,108.30
71.00,41.00,62.00,79.00
64.00,81.00,91.00,114.30
70.00,87.00,53.00,96.30
29.00,41.00,78.00,76.00
69.00,40.00,44.00,67.10
41.00,54.00,41.00,63.90
57.00,84.00,21.00,71.70
23.00,46.00,81.00,78.50
48.00,49.00,53.00,70.70
34.00,39.00,66.00,69.30
63.00,100.00,24.00,83.30
93.00,71.00,36.00,85.00
82.00,48.00,22.00,61.80
94.00,65.00,79.00,108.10
75.00,73.00,49.00,88.40
56.00,95.00,62.00,101.50
38.00,20.00,56.00,55.00
59.00,20.00,96.00,85.30
43.00,23.00,56.00,58.00
46.00,26.00,38.00,49.60
45.00,78.00,58.00,87.30
50.00,32.00,72.00,74.20
59.00,76.00,22.00,68.90
95.00,63.00,75.00,105.00
35.00,46.00,78.00,80.30
92.00,31.00,94.00,99.50
35.00,84.00,98.00,111.30
83.00,57.00,83.00,103.20
88.00,57.00,95.00,111.90
91.00,30.00,70.00,84.30
68.00,86.00,33.00,83.20
58.00,91.00,39.00,86.30
65.00,77.00,83.00,107.80
78.00,80.00,54.00,95.80
52.00,84.00,43.00,83.40
41.00,87.00,31.00,74.40
85.00,36.00,47.00,71.70
90.00,72.00,58.00,97.80
33.00,41.00,42.00,55.60
38.00,46.00,95.00,91.40
51.00,50.00,52.00,71.50
92.00,21.00,27.00,54.30
48.00,61.00,86.00,96.50
83.00,69.00,99.00,118.80
68.00,45.00,64.00,81.30
49.00,41.00,33.00,55.00
100.00,23.00,86.00,93.10
87.00,43.00,38.00,70.40
38.00,32.00,57.00,61.60
90.00,95.00,69.00,115.90
38.00,78.00,32.00,69.60
45.00,70.00,88.00,101.30
52.00,93.00,55.00,95.10
73.00,93.00,97.00,126.60
65.00,83.00,58.00,95.80
50.00,84.00,52.00,88.20
37.00,73.00,89.00,101.00
70.00,96.00,78.00,115.80
25.00,23.00,70.00,61.00
43.00,56.00,27.00,57.10
59.00,71.00,90.00,107.20
52.00,74.00,22.00,65.80
96.00,20.00,67.00,79.00
29.00,99.00,36.00,79.80
96.00,43.00,99.00,109.70
20.00,100.00,90.00,110.00
94.00,60.00,56.00,91.80
34.00,77.00,64.00,87.10
38.00,45.00,95.00,90.90
85.00,85.00,33.00,87.80
33.00,59.00,38.00,62.20
27.00,67.00,73.00,85.40
22.00,31.00,77.00,68.30
89.00,97.00,93.00,131.00
85.00,98.00,25.00,89.50
72.00,42.00,60.00,78.60
78.00,85.00,76.00,111.50
83.00,40.00,79.00,92.30
40.00,59.00,95.00,98.50
78.00,59.00,90.00,106.90
46.00,50.00,75.00,83.80
29.00,72.00,94.00,101.10
56.00,67.00,51.00,80.90
27.00,92.00,64.00,92.50
90.00,97.00,73.00,119.30
47.00,58.00,40.00,67.10
24.00,30.00,21.00,34.80
54.00,66.00,39.00,72.60
49.00,22.00,78.00,72.50
70.00,50.00,39.00,69.40
42.00,36.00,27.00,46.80
54.00,100.00,60.00,102.20
26.00,66.00,36.00,62.40
32.00,40.00,59.00,65.00
40.00,71.00,32.00,66.70
97.00,38.00,73.00,91.90
52.00,93.00,56.00,95.70
20.00,96.00,69.00,95.40
24.00,70.00,97.00,100.40
30.00,38.00,89.00,81.40
85.00,50.00,87.00,102.70
65.00,89.00,82.00,113.20
41.00,32.00,85.00,79.30
58.00,40.00,67.00,77.60
29.00,78.00,61.00,84.30
38.00,21.00,66.00,61.50
22.00,53.00,57.00,67.30
41.00,44.00,27.00,50.50
70.00,68.00,46.00,82.60
24.00,29.00,72.00,64.90
32.00,91.00,51.00,85.70
37.00,76.00,91.00,103.70
76.00,92.00,30.00,86.80
71.00,25.00,36.00,55.40
49.00,79.00,77.00,100.40
37.00,87.00,39.00,78.00
100.00,98.00,83.00,128.80
78.00,66.00,25.00,71.40
78.00,65.00,88.00,108.70
92.00,60.00,83.00,107.40
51.00,41.00,33.00,55.60
92.00,49.00,41.00,76.70
94.00,41.00,50.00,78.70
79.00,33.00,91.00,94.80
26.00,66.00,96.00,98.40
50.00,98.00,61.00,100.60
62.00,65.00,90.00,105.10
80.00,78.00,26.00,78.60
28.00,99.00,64.00,96.30
50.00,30.00,35.00,51.00
87.00,20.00,66.00,75.70
62.00,62.00,77.00,95.80
56.00,72.00,38.00,75.60
56.00,50.00,79.00,89.20
43.00,95.00,58.00,95.20
58.00,74.00,48.00,83.20
87.00,97.00,81.00,123.20
76.00,49.00,93.00,103.10
83.00,27.00,93.00,94.20
58.00,98.00,84.00,116.80
82.00,65.00,52.00,88.30
59.00,82.00,53.00,90.50
20.00,79.00,67.00,85.70
84.00,80.00,74.00,109.60
36.00,45.00,30.00,51.30
41.00,96.00,91.00,114.90
23.00,70.00,28.00,58.70
57.00,68.00,69.00,92.50
92.00,21.00,88.00,90.90
74.00,40.00,40.00,66.20
92.00,82.00,87.00,120.80
45.00,56.00,32.00,60.70
69.00,22.00,37.00,53.90
40.00,89.00,92.00,111.70
59.00,39.00,46.00,64.80
76.00,71.00,29.00,75.70
88.00,46.00,94.00,105.80
